time,tank1.storage,tank2.storage,mpc_controller.output
52.0,6.239104673040339,4.991283737819135,0.6239104666492653
53.0,6.2391046725663255,4.991283737895777,0.6239104668300206
54.0,6.239104672307494,4.991283737915437,0.6239104669978015
55.0,6.2391046721982555,4.991283737906757,0.6239104671215105
56.0,6.239104672176661,4.991283737888238,0.6239104671982312
57.0,6.23910467219671,4.991283737869874,0.6239104672377145
58.0,6.239104672229506,4.99128373785581,0.6239104672524667
59.0,6.239104672260082,4.991283737846785,0.6239104672535261
60.0,6.239104672282675,4.991283737841945,0.6239104672486017
61.0,6.239104672296724,4.99128373783997,0.6239104672423169
62.0,6.239104672303958,4.991283737839646,0.6239104672369055
63.0,6.239104672306683,4.991283737840086,0.6239104672331216
64.0,6.239104672306912,4.991283737840743,0.6239104672308968
65.0,6.239104672306041,4.991283737841342,0.623910467229821
66.0,6.2391046723048955,4.991283737841778,0.623910467229458
67.0,6.239104672303913,4.991283737842045,0.6239104672295077
68.0,6.239104672303224,4.991283737842181,0.623910467229702
69.0,6.239104672302805,4.991283737842231,0.6239104672299027
70.0,6.239104672302611,4.991283737842233,0.6239104672300873
71.0,6.239104672302537,4.991283737842215,0.6239104672301875
72.0,6.239104672302513,4.991283737842192,0.6239104672302302
73.0,6.23910467230258,4.991283737842169,0.6239104672303177
74.0,6.239104672302625,4.9912837378421555,0.6239104672303031
75.0,6.239104672302654,4.991283737842148,0.6239104672302912
76.0,6.239104672302672,4.991283737842145,0.6239104672302838
77.0,6.239104672302677,4.991283737842144,0.6239104672302713
78.0,6.239104672302693,4.991283737842144,0.623910467230284
79.0,6.239104672302686,4.991283737842146,0.6239104672302618
80.0,6.239104672302692,4.991283737842146,0.6239104672302744
81.0,6.239104672302683,4.991283737842147,0.6239104672302603
82.0,6.239104672302703,4.991283737842147,0.623910467230288
83.0,6.239104672302684,4.991283737842148,0.6239104672302511
84.0,6.2391046723026635,4.991283737842148,0.6239104672302478
85.0,6.239104672302677,4.991283737842146,0.6239104672302797
86.0,6.239104672302689,4.991283737842145,0.6239104672302798
87.0,6.239104672302686,4.991283737842146,0.6239104672302658
88.0,6.239104672302687,4.991283737842146,0.6239104672302697
89.0,6.2391046723026715,4.991283737842146,0.6239104672302538
90.0,6.2391046723026795,4.991283737842145,0.6239104672302749
91.0,6.239104672302689,4.991283737842145,0.6239104672302778
92.0,6.23910467230268,4.991283737842146,0.62391046723026
93.0,6.239104672302684,4.991283737842146,0.6239104672302718
94.0,6.239104672302679,4.991283737842146,0.6239104672302631
95.0,6.239104672302682,4.991283737842146,0.6239104672302711
96.0,6.23910467230268,4.991283737842146,0.6239104672302666
97.0,6.23910467230267,4.991283737842146,0.6239104672302576
98.0,6.239104672302673,4.991283737842145,0.6239104672302709
99.0,6.239104672302679,4.991283737842144,0.6239104672302727
100.0,6.239104672302692,4.991283737842144,0.6239104672302809
101.0,6.239104672302689,4.991283737842145,0.6239104672302669
102.0,6.239104672302688,4.991283737842146,0.6239104672302682
103.0,6.239104672302686,4.991283737842147,0.6239104672302664
104.0,6.2391046723026795,4.991283737842147,0.6239104672302622
105.0,6.239104672302673,4.991283737842147,0.6239104672302616
106.0,6.239104672302692,4.991283737842146,0.6239104672302858
107.0,6.239104672302691,4.991283737842147,0.623910467230268
108.0,6.239104672302683,4.9912837378421475,0.6239104672302609
109.0,6.239104672302691,4.9912837378421475,0.623910467230276
110.0,6.239104672302697,4.991283737842148,0.6239104672302753
111.0,6.239104672302688,4.991283737842149,0.6239104672302612
112.0,6.23910467230266,4.991283737842149,0.6239104672302408
113.0,6.2391046723026795,4.991283737842147,0.6239104672302855
114.0,6.2391046723026875,4.991283737842147,0.623910467230276
115.0,6.239104672302683,4.9912837378421475,0.6239104672302647
116.0,6.239104672302686,4.9912837378421475,0.6239104672302708
117.0,6.239104672302683,4.9912837378421475,0.6239104672302656
118.0,6.239104672302699,4.9912837378421475,0.623910467230284
119.0,6.239104672302697,4.991283737842149,0.623910467230268
120.0,6.239104672302683,4.99128373784215,0.6239104672302552
121.0,6.239104672302664,4.991283737842149,0.6239104672302497
122.0,6.239104672302667,4.9912837378421475,0.6239104672302691
123.0,6.239104672302677,4.991283737842146,0.6239104672302769
124.0,6.239104672302677,4.991283737842145,0.6239104672302678
125.0,6.239104672302679,4.991283737842144,0.623910467230269
126.0,6.239104672302686,4.991283737842144,0.6239104672302752
127.0,6.239104672302686,4.991283737842145,0.6239104672302687
128.0,6.239104672302685,4.991283737842146,0.623910467230268
129.0,6.239104672302684,4.991283737842146,0.6239104672302678
130.0,6.239104672302678,4.991283737842146,0.6239104672302622
131.0,6.239104672302681,4.991283737842146,0.6239104672302717
132.0,6.239104672302681,4.991283737842146,0.623910467230268
133.0,6.239104672302687,4.991283737842146,0.6239104672302735
134.0,6.2391046723026955,4.991283737842146,0.6239104672302775
135.0,6.2391046723026955,4.9912837378421475,0.6239104672302693
136.0,6.2391046723026875,4.991283737842148,0.623910467230262
137.0,6.23910467230269,4.991283737842148,0.6239104672302713
138.0,6.23910467230268,4.991283737842149,0.6239104672302589
139.0,6.239104672302685,4.991283737842148,0.6239104672302722
140.0,6.239104672302678,4.991283737842148,0.6239104672302613
141.0,6.239104672302679,4.9912837378421475,0.6239104672302684
142.0,6.239104672302681,4.991283737842147,0.6239104672302709
143.0,6.2391046723026875,4.991283737842147,0.6239104672302745
144.0,6.239104672302684,4.9912837378421475,0.6239104672302651
145.0,6.239104672302693,4.9912837378421475,0.6239104672302773
146.0,6.239104672302698,4.991283737842148,0.6239104672302742
147.0,6.2391046723026875,4.991283737842149,0.6239104672302596
148.0,6.239104672302687,4.991283737842149,0.6239104672302676
149.0,6.239104672302674,4.991283737842149,0.6239104672302566
150.0,6.239104672302693,4.991283737842148,0.6239104672302856
151.0,6.239104672302691,4.991283737842149,0.6239104672302671
152.0,6.239104672302677,4.991283737842149,0.6239104672302547
153.0,6.239104672302677,4.991283737842148,0.623910467230268
154.0,6.239104672302671,4.9912837378421475,0.6239104672302616
155.0,6.2391046723026715,4.991283737842146,0.6239104672302677
156.0,6.239104672302677,4.991283737842145,0.6239104672302729
157.0,6.239104672302677,4.991283737842144,0.6239104672302676
158.0,6.23910467230269,4.991283737842144,0.623910467230281
159.0,6.2391046723026875,4.991283737842145,0.6239104672302664
160.0,6.239104672302691,4.991283737842146,0.6239104672302723
161.0,6.23910467230268,4.991283737842147,0.6239104672302582
162.0,6.239104672302683,4.991283737842147,0.6239104672302707
163.0,6.239104672302676,4.991283737842147,0.6239104672302612
164.0,6.239104672302684,4.991283737842146,0.6239104672302755
165.0,6.239104672302686,4.991283737842146,0.6239104672302702
166.0,6.239104672302689,4.991283737842146,0.623910467230272
167.0,6.239104672302691,4.991283737842147,0.6239104672302704
168.0,6.239104672302691,4.9912837378421475,0.6239104672302687
169.0,6.239104672302679,4.991283737842148,0.6239104672302564
170.0,6.2391046723026715,4.9912837378421475,0.6239104672302607
171.0,6.239104672302676,4.991283737842146,0.6239104672302715
172.0,6.239104672302686,4.991283737842145,0.6239104672302778
173.0,6.239104672302677,4.991283737842146,0.62391046723026
174.0,6.2391046723026795,4.991283737842145,0.62391046723027
175.0,6.239104672302682,4.991283737842145,0.6239104672302704
176.0,6.239104672302677,4.991283737842145,0.6239104672302627
177.0,6.239104672302678,4.991283737842144,0.6239104672302683
178.0,6.239104672302689,4.991283737842144,0.6239104672302789
179.0,6.239104672302689,4.991283737842145,0.6239104672302689
180.0,6.239104672302682,4.991283737842146,0.6239104672302618
181.0,6.2391046723026795,4.991283737842146,0.6239104672302657
182.0,6.239104672302692,4.991283737842146,0.6239104672302802
183.0,6.239104672302695,4.991283737842147,0.6239104672302722
184.0,6.239104672302695,4.9912837378421475,0.6239104672302693
185.0,6.239104672302687,4.991283737842148,0.6239104672302612
186.0,6.239104672302683,4.991283737842148,0.6239104672302652
187.0,6.23910467230268,4.991283737842148,0.6239104672302658
188.0,6.239104672302687,4.9912837378421475,0.623910467230274
189.0,6.2391046723026795,4.9912837378421475,0.6239104672302618
190.0,6.239104672302702,4.9912837378421475,0.6239104672302902
191.0,6.239104672302686,4.991283737842149,0.6239104672302547
192.0,6.239104672302676,4.991283737842149,0.6239104672302584
193.0,6.239104672302675,4.991283737842148,0.6239104672302663
194.0,6.2391046723026715,4.9912837378421475,0.623910467230264
195.0,6.239104672302664,4.991283737842146,0.6239104672302598
196.0,6.2391046723026715,4.991283737842144,0.6239104672302738
197.0,6.239104672302679,4.991283737842143,0.6239104672302744
198.0,6.239104672302686,4.991283737842143,0.6239104672302749
199.0,6.239104672302684,4.991283737842144,0.6239104672302668
